time,reaction,reaction_tense,gender,age
0.34373044967651367,neutral,0.6678033,male,35
0.412229061126709,neutral,0.73555934,male,35
0.47572898864746094,neutral,0.7956731,male,35
0.5362296104431152,neutral,0.7983875,male,35
0.6022279262542725,neutral,0.8157084,male,35
0.6637294292449951,neutral,0.7525918,male,35
0.7237300872802734,neutral,0.79175854,male,35
0.7842292785644531,neutral,0.7842995,male,35
0.8452286720275879,neutral,0.7125797,male,35
0.9087450504302979,neutral,0.82144284,male,35
1.1997289657592773,neutral,0.8617655,male,35
1.2722282409667969,neutral,0.7930979,male,35
1.3402278423309326,neutral,0.84830534,male,35
1.4052298069000244,neutral,0.8602118,male,35
2.624154806137085,neutral,0.8228259,male,35
2.6951558589935303,neutral,0.82151186,male,35
2.758153200149536,neutral,0.75575906,male,35
2.819664478302002,neutral,0.7074453,male,35
2.8831541538238525,neutral,0.6855402,male,35
2.9481539726257324,neutral,0.73243636,male,35
3.2186543941497803,neutral,0.8187043,male,35
3.2816593647003174,neutral,0.8463898,male,35
3.34265398979187,neutral,0.8373478,male,35
3.4101531505584717,neutral,0.8871899,male,35
3.474153518676758,neutral,0.8573757,male,35
3.542153835296631,neutral,0.8475355,male,35
3.6101534366607666,neutral,0.8593634,male,35
3.674154043197632,neutral,0.8704411,male,35
3.7401537895202637,neutral,0.85378486,male,35
3.802154541015625,neutral,0.853006,male,35
4.0696563720703125,neutral,0.8616885,male,35
4.132652997970581,neutral,0.8659173,male,35
4.198153972625732,neutral,0.80582875,male,35
4.2611541748046875,neutral,0.8335539,male,35
4.3211541175842285,neutral,0.834731,male,35
4.384153604507446,neutral,0.83299404,male,35
4.448153257369995,neutral,0.8877067,male,35
4.516154527664185,neutral,0.8016834,male,35
4.5811543464660645,neutral,0.83252746,male,35
4.6436543464660645,neutral,0.83566713,male,35
4.911154747009277,neutral,0.8524614,male,35
4.971153974533081,neutral,0.86698717,male,35
5.035153865814209,neutral,0.74965495,male,35
5.09865403175354,neutral,0.7832347,male,35
5.159165143966675,neutral,0.7860609,male,35
5.221155166625977,neutral,0.8463709,male,35
5.282153844833374,neutral,0.8194183,male,35
5.347154378890991,neutral,0.8385977,male,35
5.407154560089111,neutral,0.83319443,male,35
5.470654726028442,neutral,0.8978418,male,35
5.7406532764434814,neutral,0.82003045,male,35
5.8061535358428955,neutral,0.86512154,male,35
5.868653774261475,neutral,0.80558175,male,35
5.928654193878174,neutral,0.83301246,male,35
5.998655080795288,neutral,0.8224734,male,35
6.061154842376709,neutral,0.82088315,male,35
6.131654977798462,neutral,0.8100471,male,35
6.193155527114868,neutral,0.90325093,male,35
6.259153842926025,neutral,0.8757406,male,35
6.320155382156372,neutral,0.8137239,male,35
6.593154668807983,neutral,0.8211533,male,35
6.65965461730957,neutral,0.84369516,male,35
6.726656675338745,neutral,0.8625525,male,35
6.791153430938721,neutral,0.87562233,male,35
6.858155250549316,neutral,0.81488097,male,35
6.918154239654541,neutral,0.85508317,male,35
6.985154151916504,neutral,0.78220785,male,35
7.045654535293579,neutral,0.7733215,male,35
7.10565447807312,neutral,0.7145467,male,35
7.166653871536255,neutral,0.8061861,male,35
7.432654619216919,neutral,0.81413734,male,35
7.4936559200286865,neutral,0.8606305,male,35
7.556654453277588,neutral,0.8610009,male,35
7.619655609130859,neutral,0.88414663,male,35
7.681654453277588,neutral,0.8864375,male,35
7.7426557540893555,neutral,0.84858346,male,35
7.805154800415039,neutral,0.8076157,male,35
7.869155168533325,neutral,0.85250616,male,35
