time,reaction,reaction_tense,gender,age
0.3466227054595947,neutral,0.45629343,female,35
0.41863203048706055,neutral,0.60646975,female,35
0.4816408157348633,neutral,0.63192004,female,35
0.5481460094451904,neutral,0.7981593,female,35
0.6126501560211182,neutral,0.7523129,female,35
0.6716639995574951,neutral,0.74252087,female,35
0.734661340713501,neutral,0.67017084,female,35
0.7986750602722168,neutral,0.64913964,female,35
0.8656883239746094,neutral,0.68173516,female,35
0.9306881427764893,neutral,0.6872181,female,35
1.2087247371673584,neutral,0.6603811,female,35
1.2828476428985596,neutral,0.6531215,female,35
1.3433716297149658,neutral,0.65067655,female,35
1.4093480110168457,neutral,0.6410835,female,35
1.482346534729004,neutral,0.68781507,female,35
1.5448474884033203,neutral,0.6243025,female,35
1.6093478202819824,neutral,0.790777,female,35
1.673346757888794,neutral,0.80286175,female,35
1.739847183227539,neutral,0.7461528,female,35
1.8108487129211426,neutral,0.6566308,female,35
2.0818467140197754,neutral,0.7431653,female,35
2.146345853805542,neutral,0.6886848,female,35
2.2158477306365967,neutral,0.8237615,female,35
2.2773470878601074,neutral,0.8225923,female,35
2.346846103668213,neutral,0.77943546,female,35
2.4108469486236572,neutral,0.7006416,female,35
2.479346513748169,neutral,0.63156015,female,35
2.5503652095794678,neutral,0.82286996,female,35
2.6193487644195557,neutral,0.872034,female,35
2.6813478469848633,neutral,0.84709096,female,35
2.9518468379974365,neutral,0.8271288,female,35
4.762355089187622,neutral,0.7052198,female,35
4.8288891315460205,neutral,0.6563526,female,35
4.894352436065674,neutral,0.70285475,female,35
4.960852384567261,neutral,0.7638312,female,35
5.028351783752441,neutral,0.775662,female,35
5.098853826522827,neutral,0.6455236,female,35
5.161853313446045,neutral,0.69645005,female,35
5.22535252571106,neutral,0.6247645,female,35
5.294853448867798,neutral,0.70297927,female,35
5.565853595733643,neutral,0.66698414,female,35
5.629352569580078,neutral,0.6426089,female,35
5.695352554321289,neutral,0.6497164,female,35
5.756351709365845,neutral,0.7396976,female,35
5.820852756500244,neutral,0.78120816,female,35
5.880852937698364,neutral,0.7360593,female,35
5.94785213470459,neutral,0.7358885,female,35
6.012852907180786,neutral,0.6836348,female,35
6.080352306365967,neutral,0.78566355,female,35
6.141853332519531,neutral,0.61446637,female,35
6.412361145019531,neutral,0.58430403,female,35
6.474871873855591,neutral,0.62535334,female,35
6.540860176086426,neutral,0.57120585,female,35
6.606862545013428,neutral,0.6569188,female,35
6.671361923217773,neutral,0.70560366,female,35
6.733861446380615,neutral,0.712837,female,35
6.796360731124878,neutral,0.70726526,female,35
6.864360332489014,neutral,0.6319633,female,35
6.925860643386841,neutral,0.7578012,female,35
6.996361494064331,neutral,0.6330656,female,35
7.261361360549927,neutral,0.7451209,female,35
7.326860666275024,neutral,0.7684557,female,35
7.389861822128296,neutral,0.61393845,female,35
7.454861640930176,neutral,0.6774774,female,35
7.516862630844116,neutral,0.81201243,female,35
7.58636212348938,neutral,0.7529712,female,35
7.651862144470215,neutral,0.7873967,female,35
7.7188615798950195,neutral,0.82264763,female,35
7.783360719680786,neutral,0.8373575,female,35
7.8533618450164795,neutral,0.734841,female,35
8.12437891960144,neutral,0.662669,female,35
8.18786096572876,neutral,0.73594654,female,35
8.25836968421936,neutral,0.7664494,female,35
8.330862760543823,neutral,0.87277293,female,35
8.392362833023071,neutral,0.74703604,female,35
8.4543616771698,neutral,0.7758153,female,35
8.519360542297363,neutral,0.7462815,female,35
8.580861568450928,neutral,0.7988089,female,35
8.643861532211304,neutral,0.7218736,female,35
8.712362289428711,neutral,0.74531394,female,35
8.990362167358398,neutral,0.68745077,female,35
9.058361053466797,neutral,0.8414799,female,35
