time,reaction,reaction_tense,gender,age
0.3612701892852783,neutral,0.56590843,male,35
0.431276798248291,neutral,0.5042831,male,35
0.5012869834899902,neutral,0.58630735,male,35
0.5712890625,neutral,0.47217393,male,35
0.649306058883667,neutral,0.7984696,male,35
0.7134816646575928,neutral,0.7852436,male,35
0.7784790992736816,neutral,0.65297246,male,35
0.8409788608551025,neutral,0.6891631,male,35
0.9024810791015625,neutral,0.73327595,male,35
0.9639790058135986,neutral,0.66766965,male,35
1.2349796295166016,neutral,0.7755225,male,35
1.2984795570373535,neutral,0.6868852,male,35
1.362978219985962,neutral,0.5882844,male,35
1.4259803295135498,neutral,0.52757275,male,35
1.4899804592132568,neutral,0.6116923,male,35
1.5559804439544678,neutral,0.6923572,male,35
1.6179797649383545,neutral,0.59768957,male,35
1.6794812679290771,neutral,0.68516475,male,35
1.7469823360443115,neutral,0.77454877,male,35
1.8144800662994385,neutral,0.5983498,male,35
2.1034820079803467,neutral,0.72510064,male,35
2.165480613708496,neutral,0.637256,male,35
2.2244837284088135,neutral,0.7210619,male,35
3.614891767501831,neutral,0.78949225,male,35
3.6763572692871094,neutral,0.827872,male,35
3.737856388092041,neutral,0.840058,male,35
3.7978579998016357,neutral,0.7869748,male,35
3.8583567142486572,neutral,0.80234593,male,35
3.924856662750244,neutral,0.82479036,male,35
3.9873569011688232,neutral,0.7903298,male,35
4.253357410430908,neutral,0.86064893,male,35
4.31235671043396,neutral,0.795674,male,35
4.372857570648193,neutral,0.7235863,male,35
4.433856248855591,neutral,0.73582476,male,35
4.492858171463013,neutral,0.6881029,male,35
4.553356647491455,neutral,0.5780252,male,35
4.61285662651062,neutral,0.74942756,male,35
4.675856828689575,neutral,0.66829646,male,35
4.735357999801636,neutral,0.7638014,male,35
4.7988574504852295,neutral,0.8052222,male,35
5.070857286453247,neutral,0.6946551,male,35
5.1358582973480225,neutral,0.8618064,male,35
5.200856685638428,neutral,0.8825173,male,35
5.266856670379639,neutral,0.88267463,male,35
5.333858013153076,neutral,0.8607511,male,35
5.40185809135437,neutral,0.90256757,male,35
5.4658567905426025,neutral,0.86119413,male,35
5.5313568115234375,neutral,0.8483018,male,35
5.594857454299927,neutral,0.87359995,male,35
5.658356666564941,neutral,0.8748009,male,35
5.877363681793213,sad,0.6181898,male,35
5.938359022140503,neutral,0.745644,male,35
5.952357053756714,happy,0.42577758,male,35
6.015357494354248,neutral,0.89022225,male,35
6.081857919692993,neutral,0.8396247,male,35
6.144857883453369,neutral,0.8421002,male,35
