time,reaction,reaction_tense,gender,age
0.34950852394104004,neutral,0.59208035,male,35
0.43151164054870605,neutral,0.57698536,male,35
0.5025234222412109,neutral,0.65281665,male,35
0.5711815357208252,neutral,0.54798716,male,35
0.6446754932403564,neutral,0.7172215,male,35
0.7121729850769043,neutral,0.8317464,male,35
0.7801744937896729,neutral,0.62873155,male,35
0.8546760082244873,neutral,0.73651665,male,35
0.9261734485626221,neutral,0.82616943,male,35
0.9941747188568115,neutral,0.7133717,male,35
1.2771759033203125,neutral,0.68661124,male,35
1.3476731777191162,neutral,0.55969405,male,35
1.4161732196807861,neutral,0.6737952,male,35
1.4896762371063232,neutral,0.59865093,male,35
1.5631742477416992,neutral,0.5958012,male,35
1.6256742477416992,neutral,0.5878205,male,35
1.688175916671753,neutral,0.46071914,male,35
1.7581753730773926,neutral,0.4016377,male,35
1.829192876815796,neutral,0.7316988,male,35
1.899674415588379,neutral,0.6055218,male,35
3.317606210708618,neutral,0.66535974,male,35
3.3801050186157227,neutral,0.6765429,male,35
3.4501051902770996,neutral,0.6734191,male,35
3.511106491088867,neutral,0.75709677,male,35
3.582104206085205,neutral,0.6858327,male,35
3.6451056003570557,neutral,0.81933314,male,35
3.707606792449951,neutral,0.7191644,male,35
3.771106004714966,neutral,0.6309565,male,35
3.835606336593628,neutral,0.6017017,male,35
3.8941047191619873,neutral,0.6386019,male,35
4.16510534286499,neutral,0.6378051,male,35
4.2236058712005615,neutral,0.74873036,male,35
4.286107063293457,neutral,0.6800996,male,35
4.349604845046997,neutral,0.6508645,male,35
4.4116058349609375,neutral,0.5973062,male,35
4.479605674743652,neutral,0.66487825,male,35
4.543605804443359,neutral,0.76220953,male,35
4.605104923248291,neutral,0.74100786,male,35
4.671605110168457,neutral,0.76001084,male,35
4.732605695724487,neutral,0.77750087,male,35
5.0011067390441895,neutral,0.6919023,male,35
5.0666069984436035,neutral,0.6678714,male,35
5.132605791091919,neutral,0.6717752,male,35
5.199105739593506,neutral,0.65285575,male,35
5.263106107711792,neutral,0.72794867,male,35
5.328106164932251,neutral,0.7787237,male,35
5.399605989456177,neutral,0.7213421,male,35
5.470606327056885,neutral,0.6193535,male,35
5.537106275558472,neutral,0.58498085,male,35
5.6001060009002686,neutral,0.6846105,male,35
5.8811070919036865,neutral,0.6687009,male,35
5.943105936050415,neutral,0.78207856,male,35
6.007605075836182,neutral,0.7636568,male,35
6.069106340408325,neutral,0.78802973,male,35
6.134107828140259,neutral,0.66140527,male,35
6.2016072273254395,neutral,0.7681785,male,35
6.27460503578186,neutral,0.7602728,male,35
6.34610652923584,neutral,0.72339314,male,35
6.408106565475464,neutral,0.6699948,male,35
6.469605445861816,neutral,0.7668239,male,35
